DATE,TIME,demand,fossil,solar,wind
2021/3/28,17:00,2961,2475,4,36
2021/3/28,18:00,3065,2546,0,35
2021/3/28,19:00,3007,2498,0,35
2021/3/28,20:00,2909,2387,0,33
2021/3/28,21:00,2760,2222,0,33
2021/3/28,22:00,2599,2074,0,32
2021/3/28,23:00,2458,1990,0,30
2021/3/29,0:00,2302,1847,0,29
2021/3/29,1:00,2233,1784,0,29
2021/3/29,2:00,2251,1806,0,24
2021/3/29,3:00,2284,1864,0,24
2021/3/29,4:00,2307,1894,0,22
2021/3/29,5:00,2365,1962,1,18
2021/3/29,6:00,2486,1982,90,17
2021/3/29,7:00,2685,1825,367,15
2021/3/29,8:00,3001,1780,705,13
2021/3/29,9:00,3235,1797,972,11
2021/3/29,10:00,3355,1777,1184,10
2021/3/29,11:00,3408,1797,1271,9
2021/3/29,12:00,3340,1809,1279,8
2021/3/29,13:00,3435,1863,1147,7
2021/3/29,14:00,3303,1956,834,9
2021/3/29,15:00,3151,2037,578,10
2021/3/29,16:00,3214,2324,331,12
2021/3/29,17:00,3149,2311,55,16
2021/3/29,18:00,3221,2305,0,20
2021/3/29,19:00,3125,2377,0,20
2021/3/29,20:00,2982,2401,0,19
2021/3/29,21:00,2841,2320,0,18
2021/3/29,22:00,2700,2132,0,17
2021/3/29,23:00,2562,2036,0,17
2021/3/30,0:00,2380,1847,0,15
2021/3/30,1:00,2293,1804,0,13
2021/3/30,2:00,2304,1835,0,14
2021/3/30,3:00,2335,1907,0,13
2021/3/30,4:00,2349,1970,0,10
2021/3/30,5:00,2387,1987,1,7
2021/3/30,6:00,2464,1964,67,6
2021/3/30,7:00,2687,1924,251,4
2021/3/30,8:00,3025,2012,446,3
2021/3/30,9:00,3225,2039,599,1
2021/3/30,10:00,3247,1807,795,1
2021/3/30,11:00,3316,1796,991,2
2021/3/30,12:00,3248,1780,1028,2
2021/3/30,13:00,3330,1924,887,1
2021/3/30,14:00,3278,2123,628,1
2021/3/30,15:00,3244,2213,374,2
2021/3/30,16:00,3172,2296,109,2
2021/3/30,17:00,3178,2303,11,3
2021/3/30,18:00,3232,2392,0,3
2021/3/30,19:00,3133,2359,0,3
2021/3/30,20:00,2985,2509,0,4
2021/3/30,21:00,2829,2418,0,4
2021/3/30,22:00,2686,2194,0,4
2021/3/30,23:00,2549,2035,0,4
2021/3/31,0:00,2359,1852,0,7
2021/3/31,1:00,2269,1799,0,7
2021/3/31,2:00,2270,1825,0,10
2021/3/31,3:00,2292,1869,0,14
2021/3/31,4:00,2301,1921,0,17
2021/3/31,5:00,2336,1924,1,19
2021/3/31,6:00,2424,1896,95,18
2021/3/31,7:00,2606,1804,392,13
2021/3/31,8:00,2913,1722,781,13
2021/3/31,9:00,3158,1650,1112,12
2021/3/31,10:00,3262,1699,1310,12
2021/3/31,11:00,3324,1739,1421,11
2021/3/31,12:00,3227,1712,1421,9
2021/3/31,13:00,3278,1834,1302,9
2021/3/31,14:00,3239,1916,1063,9
2021/3/31,15:00,3180,1955,720,10
2021/3/31,16:00,3126,2172,328,11
2021/3/31,17:00,3078,2193,53,13
2021/3/31,18:00,3158,2134,0,14
2021/3/31,19:00,3076,2040,0,12
2021/3/31,20:00,2945,2038,0,12
2021/3/31,21:00,2808,2185,0,12
2021/3/31,22:00,2675,2216,0,12
2021/3/31,23:00,2535,2067,0,13
